Title ID	Region	Name	PKG direct link	zRIF	Content ID	Last Modification Date	File Size	SHA256
PCSA00004	US	Escape Plan Asylum	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00004_00/exSjeWJykDlayCAwaRFFtZaTdKxhbGyyHCQRZRttQLITyyGtoJpfMmtXWkgzoshTUFqmfFuRQyMYzJQoDNkTqcacYaJRImHYtZSWM.pkg	MISSING	UP9000-PCSA00004_00-ESCAPEPLANDLC002		102400	4d5b27a73886ad127df5a945d5d04b39e6b265643ad036f693e9ef15d7384277
PCSA00004	US	Escape Plan™ Underground Pack	MISSING	MISSING	UP9000-PCSA00004_00-ESCAPEPLANDLC003			
PCSA00004	US	Escape Plan™ Director's Cut	MISSING	MISSING	UP9000-PCSA00004_00-ESCAPEPLANDLC004			
PCSA00006	US	Super Stardust™ Delta Blast Pack	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00006_00/yWDBDmqFzfmppMskNaKZvuBLVKFUxJunTNOQjspWhmtZlkOEmbyCavwGXoOcyOQiFtacAgiPDRISEStsoMKOJzIGAlPtwFlTxffBC.pkg	KO5ifR1dQ+eHBlgi6TIwA9kfHOzi6hPiCLHRxccZn/+mODjc/ub+Q2TxuVBBzh1thaMxPrgBAH4wFDQA	UP9000-PCSA00006_00-SSDELTA000000DLC	2017-10-22 19:27:54	102400	c83ea8e56d65be42226b7757cbaf47c136d1efbac2a892fff9017e4f059a0992
PCSA00007	US	Hustle Kings™ Time Savers Pack	MISSING	MISSING	UP9000-PCSA00007_00-HK0001ITEMUNLOCK			
PCSA00007	US	Hustle Kings™ Crazy Table Pack: Basement Crazy	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00007_00/JGGsGdEvBMjvhSZuEJujFDyZnYiNzCTtLXGXjuFnWarBDUEdJHghfQuNJgMUASlUSWXERDkLJwleYNjibZPbCGQEsFZSBEFtXOeZt.pkg	KO5ifR1dQ+eHBlgi6TIwB9kf6hEaHOLj6u3p5+IDNNsQn/8eTnz0I/Xg+ciLL7UWSv1KPTAa44MbAACMuRcz	UP9000-PCSA00007_00-UHUSTLEKINDLC001	2018-04-07 05:01:46	21945888	
PCSA00007	US	Hustle Kings™ Crazy Table Pack: Hex Crazy	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00007_00/jehhDuLiCUETmJnrOlZziLFPGGNdDWhphFHyGnXPZVzkmxNmsnimvnigOEfotawMxGOOoznSMIOWlWVlfigkFyygAZFaKjzxoaymc.pkg	KO5ifR1dQ+eHBlgi6TIwB9kf6hEaHOLj6u3p5+IDNNsIn//elm9IXdm8rDtD+FqH+Ipci9EYH9wAAMzOFO8A	UP9000-PCSA00007_00-UHUSTLEKINDLC002	2017-10-20 05:28:07	18915568	2fa023aae5d1450881771c37acf4eceda0b824ce14530dbbc0691195506f94bc
PCSA00007	US	Hustle Kings™ Snooker Pack	MISSING	MISSING	UP9000-PCSA00007_00-UHUSTLEKINDLC003			
PCSA00007	US	Hustle Kings™ Trickshot Pack	MISSING	MISSING	UP9000-PCSA00007_00-UHUSTLEKINDLC006			
PCSA00008	US	Resistance: Burning Skies™ Multiplayer Booster	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00008_00/bttAPBpOpzxBqxJfFYrEIdQIJhsdueLAzYHnnWHGgxjSGBPlSmvMaeGWQKyBstEhOWQPcSRlYljzgAApJjDfDNZFmjLopvwhQMYGJ.pkg	MISSING	UP9000-PCSA00008_00-RESISTANCEVUSPRE		102400	a22adf46f952ffd2112f4ca90c98b84015ab3c2862fb146d7c2ba0bfb7c3cc88
PCSA00009	US	Hot Shots Golf: World Invitational™ PS Vita Kat Costume	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/aeGWKSMHesKlUfsGQgUgFMeexooZkppgKJJXRjfXvbeGtFzKJGFNwjaQGNKSaDpfoqMRpvsYBTEChtrwLsWrYDQyVSuluXLJJtkIJ.pkg	MISSING	UP9000-PCSA00009_00-5555000000011501	2017-11-11 11:34:53	102400	515a58126caeed0f469895dac2d18949680be65056a01b0db381f333869e5a81
PCSA00009	US	Hot Shots Golf: World Invitational™ - Toro Playable Character	MISSING	MISSING	UP9000-PCSA00009_00-5555000000011800			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Toro Costume	MISSING	MISSING	UP9000-PCSA00009_00-5555000000011801			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Kuro Playable Character	MISSING	MISSING	UP9000-PCSA00009_00-5555000000011900			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Kuro Costume	MISSING	MISSING	UP9000-PCSA00009_00-5555000000011901			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Beginner's Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020013			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Beginner's Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020014			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Beginner's Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020015			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Big Air Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020023			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Big Air Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020024			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Big Air Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020025			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Pin Hole Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020033			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Pin Hole Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020034			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Pinhole Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020035			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Turbo Spin Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020043			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Turbo Spin Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020044			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Turbo Spin Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020045			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Infinity Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020053			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Infinity Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020054			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Infinity Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020055			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Sand Viper Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020063			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Sand Viper Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020064			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Sand Viper Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020065			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Grass Cutter Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020073			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Grass Cutter Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020074			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Grass Cutter Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020075			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Big Magnum Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020123			
PCSA00009	US	Hot Shots Golf: World Invitational™ Club Big Magnum Level 5	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/EGgeLocmbrcyunEtQctZpLmxkHoGGVYcDTCxybEoFWGelsgfuKRzkkWEYxQYzSpRnkUpdZpccAjChuATgBBsUcJKVHumJVEbybhBl.pkg	KO5ifR1dQ+eHBlgi6TKwBNlvCgRQ+4wMDI1M8Pnv1GaWux0zd6+2UM4uM1TJ/z4a44MbAAABThNm	UP9000-PCSA00009_00-5555000000020124	2018-04-06 11:26:07	102400	6296722d8fd14e844a7c8a685a3b21e2e9948b9ebf9b391b5b522fc638b1bd73
PCSA00009	US	Hot Shots Golf: World Invitational™ - Big Magnum Club Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000020125			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Beginner's Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030013			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Beginner's Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030014			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Beginner's Ball Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030015			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Big Air Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030023			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Big Air Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030024			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Big Air Ball Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030025			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Pin Hole Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030033			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Pin Hole Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030034			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Pinhole Ball Lv6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030035			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Turbo Spin Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030043			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Turbo Spin Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030044			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Turbo Spin Ball Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030045			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Infinity Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030053			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Infinity Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030054			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Infinity Ball Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030055			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Straight Level 4	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030073			
PCSA00009	US	Hot Shots Golf: World Invitational™ Ball Straight Level 5	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030074			
PCSA00009	US	Hot Shots Golf: World Invitational™ - Straight Ball Lv 6	MISSING	MISSING	UP9000-PCSA00009_00-5555000000030075			
PCSA00009	US	Hot Shots Golf®: World Invitational New Mt. Sakura Course	MISSING	MISSING	UP9000-PCSA00009_00-5555000107000007			
PCSA00009	US	Hot Shots Golf®: World Invitational New Mar Cielo Course	MISSING	MISSING	UP9000-PCSA00009_00-5555000107000008			
PCSA00009	US	Hot Shots Golf: World Invitational New Character Gloria	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/QeFbGhSOKVXJZLJNFHyghXRwnPXXovnaFncRxkdIxbgxutTIbzKmlEDIcVzPluFKYJISYQCMjVpSUYYTMPriaTFnJHGeNfznmHajS.pkg	MISSING	UP9000-PCSA00009_00-5555000107011300		102400	f11105a05e2d79e683afd81d0878dac03ffab30078d2842a1290e6c9672d7f7b
PCSA00009	US	Hot Shots Golf: World Invitational New Character Gloria Costume	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/NsugkCumtixNljyCWLOlnhqYWBGXYzsgADQfEbexLDwFHrrIuQpnYMCCnygJzPbDeRjpNkiSQWQfJoBcsiHQBwZmzLwlwQUguDuap.pkg	MISSING	UP9000-PCSA00009_00-5555000107011301		102400	c852d570429afc24ff4971a15a7d9259b72306d7444bc41bf3fc24a879d58097
PCSA00009	US	Hot Shots Golf: World Invitational New Character Erika	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/CZOlLqleQYRNLFKPoIlkKJcdTiIIKkXVJdlndRzBYLOYzgYGCPjuWjvTcsGcmHdRMACMtwSnFjUQihyjzxRLDjNpFbcrmTxWZWnGr.pkg	MISSING	UP9000-PCSA00009_00-5555000107011400		102400	a1cbb43ef3a9322eeb6cb6ad85ae75431e0e71438459e32f61eb37a171050f2d
PCSA00009	US	Hot Shots Golf: World Invitational New Character Erika Costume	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/oguzigPcHgIMqKhKKpYnsWclFpVobTnbCDaJTPBYFdWbzgJRZjEzAgREgUQTuHyQjHPMhRcFWRrQWAyWzIZHzMWtLfpeysjVPFBdY.pkg	MISSING	UP9000-PCSA00009_00-5555000107011401		102400	f699d84c66291ef4b33867dc9643d35351411b70808818ff0bba2f3d2fb06ec0
PCSA00009	US	Hot Shots Golf: World Invitational™ Northern Fox Course	MISSING	MISSING	UP9000-PCSA00009_00-5555000108000009			
PCSA00009	US	Hot Shots Golf: World Invitational™ New Character Kat	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/gGdfkoRXoHEgkVJhrukYsqCJVBgUczUwioofHtKgprhCYmCDejjBPMGipeSXYxnInKtwwDHYxyJncjCJjdKkKgGtgWkbIvjUEuFbI.pkg	MISSING	UP9000-PCSA00009_00-5555000108011500	2017-11-11 11:36:40	102400	4d70112d80c1447409ce32a38274c8dfae22c37686cb74c9fbed4cb5a4fdd764
PCSA00009	US	Hot Shots Golf®: World Invitational Course and Character Pack	MISSING	MISSING	UP9000-PCSA00009_00-HSGICOURSECHARAC			
PCSA00009	US	Hot Shots Golf®: World Invitational New Character Erika	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/CZOlLqleQYRNLFKPoIlkKJcdTiIIKkXVJdlndRzBYLOYzgYGCPjuWjvTcsGcmHdRMACMtwSnFjUQihyjzxRLDjNpFbcrmTxWZWnGr.pkg	MISSING	UP9000-PCSA00009_00-HSGINEWCHRERIKA0	2017-11-11 11:35:20	102400	a1cbb43ef3a9322eeb6cb6ad85ae75431e0e71438459e32f61eb37a171050f2d
PCSA00009	US	Hot Shots Golf®: World Invitational New Character Gloria	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00009_00/QeFbGhSOKVXJZLJNFHyghXRwnPXXovnaFncRxkdIxbgxutTIbzKmlEDIcVzPluFKYJISYQCMjVpSUYYTMPriaTFnJHGeNfznmHajS.pkg	MISSING	UP9000-PCSA00009_00-HSGINEWCHRGLORIA	2017-11-11 11:35:09	102400	f11105a05e2d79e683afd81d0878dac03ffab30078d2842a1290e6c9672d7f7b
PCSA00011	US	Gravity Rush Spy Costume Pack	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00011_00/cqOfQxfANgtrsnPLAjYLZRzvheDqaEHeblwckOlESIoHxxWxYUilHTQuXSevufFgbvciUjWTltfJEbEbAusWqaUrnFwuGcwJIiOil.pkg	KO5ifR1dQ+eHBlgi6TI0BNkf4BIa7AgyNDggMsDR2Ruf/3SN38Xa2+8M3PrYYNUi+5nOozE+uAEAhecUMwAA	UP9000-PCSA00011_00-PDUSAC000SPYPACK	2017-10-19 01:40:43	102400	9acfa5478f268ffe362de6653e738298cb6562fa27190ca1dcfcc8f36a6646e2
PCSA00011	US	Gravity Rush Military Pack	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00011_00/alwWPhIgHfEPPfUuAefiEYOCWulfegOsQeaLBBdXPWHvRmjxRKCmchXFUbihRVosyGtCZWhmbuBLizYUyZpoaReqmVvbFWqplafvR.pkg	KO5ifR1dQ+eHBlgi6TI0BNkf4BIa7Ag01DHINzLA0dkbn/+2unDvenW8X19FMzlbbw7PptEYH9wAALIsE64A	UP9000-PCSA00011_00-PDUSAC00ARMYPACK	2017-10-19 01:40:43	102400	a3f18389701ca9f8c3315233cbf27a3f4cdf1ed2e8a97db4ed7e94b2f115a29b
PCSA00011	US	Gravity Rush Maid Costume Pack	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00011_00/wkEkcsoZrzyjIkLwAHrJqYxHFUDRvFjKQsArbBAdumuHTakRhhzSkkORCuuXgWDBCXbCMxTTcvERCKyDUJoeNIotIwXKQyssDypqX.pkg	KO5ifR1dQ+eHBlgi6TI0BNkf4BIa7Ag01NfR0yXA0dkbn/9exF+6GZS92+/Acx71I6nbX4/G+OAGALPzFh0A	UP9000-PCSA00011_00-PDUSAC00MAIDPACK	2017-10-19 01:40:43	102400	43f810834e0eb49fadc298c5dfb6a447f6ce57bd6d065471ba34d154040bdf18
PCSA00012	US	Reality Fighters™ Weapons Pack	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00012_00/SPgaHXQvCTnjrDlchyqiPbWBXwHjrWZibqWptbAndLGFKPdSntpWAvPdgdzSEvyqBwWhKXbKfjptdEzuquWSjFaslmGIDrIIXfloK.pkg	KO5ifR1dQ+eHBlgi6TI0AtlvaOAW5Ooa7uoY4O8X7OLjjM9/WyN1W1sMTq/79eS5fZpTb+lojA9uAACeIhV1	UP9000-PCSA00012_00-10FREEWEAPONSDLC	2018-04-07 05:02:31	102400	9195d5a45c8cee2e4d991568a9f5007954bccccc6a0f5eaf55b73fb2423e675d
