Title ID	Region	Name	PKG direct link	zRIF	Content ID	Last Modification Date	Original Name	File Size	SHA256	Required FW
PCSA00012	US	Reality Fighters	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00012_00/zomoSLYJfplGJPDQevszBRZlUcvByQTTRIHOkdJlmPrPrsLbObDAqFOdekuHjIlXJgXCEloQadLIdpLjztSgHRgFHnJCnKUtSRiYP.pkg	KO5ifR1dQ+eHBlgi6TI0AtkfEuTp6AOzMTTYEZ//nmn2/JBga7h/QWpDZ+7yQk7KQotlA42jg3mkp0cAMrUUxAAA	UP9000-PCSA00012_00-TRIAL00000000USA	2017-10-21 19:08:35		600122048	2ccd11735d508fe9b67fc72595647740b463a80d2d9510394e659efc11fff9f9	1.06
PCSA00014	US	Unit 13	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00014_00/ZavpMEQMoGFVSTHqHRYJFHKOreZUYdNGekooAtLKusofFVLDiOkbXBuaJbbabarJGfnSUNkeMOLghGogLFcVeJdBudjTSLkvEgVpT.pkg	KO5ifR1dQ+eHBlgi6TI0Adkf6ucZYmgc5RkQ4BpkYAg0Aw9Yzi3Ku1b+5fP21ZZbI1UO36AstFg2jKYY2gIApKcVBAAA	UP9000-PCSA00014_00-UNIT13ZIPPER0100	2017-10-21 19:08:53		1221039552	6e7060253f342aab9f2caab55c5a9ecd8ce25dd9f0b2e8cbb744f2f769983b2b	1.06
PCSA00015	US	WipEout 2048	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00015_00/NYEoaBGfiWymSEVZKxoyrKyBFsZNoFqxdyAIpZayZYuLLbCAArYrYXjPNhKCfXcONmhIZzZEeArycSrjiJOuNMWuWsDONUxMIQtMk.pkg	KO5ifR1dQ+eHBlgi6TI0Bdkf7hng6h8aYmRgYuHkCLQNn/9ufV+01fmzjNSmwuVHnO4dEBuN8cENACqVFcgA	UP9000-PCSA00015_00-WIPEOUT2048BASE0	2017-09-26 00:00:00		1714297664	6809b99f21c7d35f8385b0972d017e5e51ee7878d46c6becb60e39e1d5c89dd6	1.06
PCSA00017	US	LittleBigPlanet	http://ares.dl.playstation.net/cdn/UP9000/PCSA00017_00/aQQgwqthqmqefGAQrrnLoBtPDhZuqbLLilSjmhDQGZUGqDWosiyZkktzrIXWQYdjcFrtPeteHLOLMRjZeWifQVpRRjoTFUwDpwaVZ.pkg	KO5ifR1dg/J5YfzQAEskXYbmIPt9PENCfFydPN0DfBz9XEPC8PmvfTeTiNVRh42O4hdsffa7D/boYB7p6REA8ikTMwAA	UP9000-PCSA00017_00-LITTLEBIGPLANETV	2017-10-20 03:19:11		1169001264	4fa273fa75e54113ef12d798de6d41cb9efb47829a0407c4c697b8c57dc10f42	1.69
PCSA00027	US	MotorStorm RC Presented by Scion	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00027_00/CKVSHujeZAWPPUOFMNrHjptOYukpqxjYGugAwegatzhWKhDKldkpGKPNevBFAweaDLoqcKEWwPHZzBgMJdZWBtMFZLuJxcNCWawlT.pkg	MISSING	UP9000-PCSA00027_00-UMOTORSTOR000001	2017-09-26 00:00:00		677077696	8d820911ac37c0a062275d429e3c107a12de0e487e495c4eb86d12e679e0dc00	1.52
PCSA00029	US	Uncharted: Golden Abyss	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00029_00/wOtKmxyFNaYYGHrfdjbXIKngvGymLKRqaQjPmiAHqlOgwsJyeeeGfxreOzKuaRKtUrReMVdgVOFoBomgxpMfdSBJZlYKSeQGWvMxT.pkg	KO5ifR1dQ+eHBlgi6TKyBNlvgAbw+W/1lDNTFP+KX5gd5jTtcMHf+5SFFsuG0RRDWwAAclIVnwAA	UP9000-PCSA00029_00-0000000000000000	2017-10-21 19:09:06		3121105264	5fdac47a8cc2c127fb30c5c906c42e2573ca516b10da546541dde56a02255dd0	1.06
PCSA00034	US	MotorStorm RC	http://ares.dl.playstation.net/cdn/UP9000/PCSA00034_00/cumCDwiIpODgutrqHWFZvfPMnXTrCvioAZnmckRqEbJookJxsUbtMpYxvtUHLqVPSOBXagYvBOblDmJFPGOTkBQnEqblyvrWGtgeC.pkg	KO5ifR1dQ+eHBlgi6TI2Adkf6usf4h8UDMQQO/H5b+e169ZndqWXJGf9S5WYZRE/yKODeaSnRwBAyxU4	UP9000-PCSA00034_00-UMOTORSTOR000001	2017-10-23 19:49:29		677285888	211e69576f14c2c008c8d0354dffad8f1e85e93c7ad9a1600dd46a968e66dc37	1.52
PCSA00035	US	Table Soccer	http://ares.dl.playstation.net/cdn/UP9000/PCSA00035_00/LQwFfOZQqsuSnLXTzuQYdqvsrekHQRrbEXbpXPRbjTsmgrrUNTcNQkstyvZTmxnWRiYfahtgXWmcLvjrwjpideOxvbYsZdXjLSOcn.pkg	KO5ifR1dg/J5YfzQAEskXcamIPtDHJ18XIP9nZ1dg0KDQWbgAWK5L/+8VDS+sugAx9y+hM/9ozE+uAEAJ5kVxgAA	UP9000-PCSA00035_00-TABLESOCCERUS000	2017-10-23 16:56:04		191593184	e0262408ece69ed7c52beac4f4bffff55ac6274fb71f50a33126d3db26e98ae7	1.52
PCSA00036	US	PulzAR	MISSING	KO5ifR1dQ+eHBlgi6TI2A9kfEOoT5RgUAQf4/DfzsjPb2lAnb8cFk9jCj89IG43xwQ0AUM8UlAAA	UP9000-PCSA00036_00-PULZARXXXXXXXXXX	2018-01-10 17:37:03		139945376		
PCSA00037	US	Fireworks	http://ares.dl.playstation.net/cdn/UP9000/PCSA00037_00/bbBqaQxizYtwJOzkgpZvJQauvbQQgJyklrAseSYMioUmDvlfQQGSdQkrRoSuPqYSolYXWiHFpyHKDfcTnYNvpscpqobZDSCpswqXu.pkg	KO5ifR1dg/J5YfzQAEskXcbmIPvdPINcw/2DvIOhluLzX8dWlw9qHHPO13d2aR1fvOrsaIwPbgAAGYwVLAAA	UP9000-PCSA00037_00-FIREWORKS0000000	2017-10-29 18:24:06		285776464	25f3bb75b22c819b09629c381ea9b42584dd49c4d3daa93e3bf2a37a173613b2	1.52
PCSA00038	US	Cliff Diving	http://ares.dl.playstation.net/cdn/UP9000/PCSA00038_00/VntIbVDHiyCXgGuykgblxuLmzEapKMOaOooorOIMaGZlVURlIrQIncvCeQNKUVvpOKyOvDFbdlLIDaHFNLePAqjVWqvnanPvJrqow.pkg	KO5ifR1dg/J5YfzQAEskXcYWIPudfTzd3Fw8wzz9wDYb4vOfglj0jCOryttVy8/wnndilBuN8cENAC1sEsoA	UP9000-PCSA00038_00-CLIFFDIVING00001	2017-09-26 00:00:00		419257600	809284aef752a68de02164452e93bc32c1c39b5c0411ad66b15ac5801f4891e2	1.52
PCSA00042	US	Facebook	http://ares.dl.playstation.net/cdn/UP9000/PCSA00042_00/OOCpLLsNRWqwzlprxWPUnMfDVVXcHalWVdWbCLWDsYAzvLuIldBuUsNOuGiliBsPzCBsYvrEIqEGmRWqnlrYLwTxVztsmCRdBZABL.pkg	KO5ifR1dg/J5YfzQAEskXSZGIPvdnAxcQw3cQn18QDYCzcADNB9+sE6p2KjB6fK9dL2j6t/RGB/cAAAf+hQA	UP9000-PCSA00042_00-FB0EU0FULL000100	2017-09-26 00:00:00		11912704	a23acc23175efebfd2e0d986d13373233028cdcc26015286791f262736d3ff8e	1.60
PCSA00044	US	Skype	http://ares.dl.playstation.net/cdn/UP9000/PCSA00044_00/pmBBLhzyrpUbdEKeLbMMquYVzFkfTdSGbDnrcNCPGBhnvUVNCEdJrZRRbkTmiBmuLSuboFuDdFSaIiXyTwFGwJnIbHpOJtCKOiKBU.pkg	KO5ifR1dg/J5YfzQAEskXSYmIPuDvSMDXAOCwzxDHMGW4vPfxZ97TzhsZF8dIb/3hvf+yRdHY3xwAwDlWhY2	UP9000-PCSA00044_00-SKYPEPSVITA00000	2018-02-14 23:03:57		9607648	743606f0f49d430e15670dbbc08d8a99612bde72ae59e28060ece26adc90c299	1.66
PCSA00045	US	LiveTweet	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00045_00/ahPauQDFGSHebjTunswwhkEMPKavxxfykYJjYTUCoxXRgMwjDFJKEKTuwIbINgBiRVuggleSdhIEEEekYJfJRNWbiFDDgEHncGJzL.pkg	KO5ifR1dQ+eHBlgi6TIxBdlvgAbw+e/ujVa+v5MVTx36NLNJfbtIw2iMD24AALjuFHEA	UP9000-PCSA00045_00-0000000000000000	2017-10-20 05:24:28		3633632	0e3fb7d826a6229f6e1983bc53d75dbd65da173c988c7cebb24aac9c9a3d5a93	1.60
PCSA00046	US	Flickr	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00046_00/HjksVeWLxkAQUfqWPGgTjFbfPcGCpEtbIEWMfqRtKVKNMzvdLdJiPeiBZhgGUYFrvRGTyzngKWXMEpYtngaMgLZZpoAmKqPkIYEQk.pkg	KO5ifR1dQ+eHBlgi6TIxA9lvgAbw+W+6xibJ9rjLs+0mvbS2PpxxfjTGBzcAAAr7E3QA	UP9000-PCSA00046_00-0000000000000000	2017-10-20 05:24:42		7170240	3bd26530417a542a15235963035a9ad065f84445dcf9b07f1d75f0964681342f	1.52
PCSA00047	US	foursquare	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00047_00/gUxlHcPovNVipVGzitpZGRPnfYkMzUTbUkZapTHUXKytcaiUGDkzThHoETcqsSkXXOrcpNfOfkiXoFCbdZBGIjrjleIHsZBKUysGR.pkg	MISSING	UP9000-PCSA00047_00-ZZZZZZZZZZZZZZZZ	2017-09-26 00:00:00		4704464	4aa8de3c3396bbd76eb6e459623a449c1808c711869daf18fa0f71174ae73b6b	1.60
PCSA00048	US	Table Top Tanks	MISSING	KO5ifR1dQ+eHBlgi6TKxANkf4ujk4xriHxDi6OcdDLQTn//mGdpOulZUJ6LAudu+gk9i6miMD24AAAbvEqsA	UP9000-PCSA00048_00-TABLETOPTANKS001	2018-01-14 13:03:00		113553232		
PCSA00050	US	Frobisher Says!	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00050_00/uJOOTYmMAaxoXqmLgUmcADKrhNznmAiQorTjPsLwxteqVMdyFHrMOILoOnsPWQLeAGCGozRqwNjYJztwimbNpdipOCeaVbBQjhIWi.pkg	KO5ifR1dQ+eHBlgi6YLY7xbk7+QZ7OEaFOwYGQy0E5//tMQZepMefZuQ8XNvmoyV6I/RGB/cAADNOxRd	UP9000-PCSA00050_00-FROBISHERSAYS001	2017-09-26 00:00:00		487465232	e9d3b81f1a2359e82d1e999ab7ae68f6580309f01c9d71466952d8769f0c19d1	1.69
PCSA00059	US	Paint Park	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00059_00/qkWPAKHIMpxVfgHlihCfcweufgimgvPkJzjqibZKaNKjiPzGcXOQHaZsCgUWqKOrklgDuKlvGnSMKegpyleDZHkfEoUXjQTCCHKrJ.pkg	KO5ifR1dQ+eHBlgi6TK1BNkf4OjpFxLgGOQdGgy2E5//mI/fldnc8zez+O7jiicMonyjMT64AQCPMxTP	UP9000-PCSA00059_00-PAINTPARKUS00001	2017-10-24 03:07:00		38659008	473aad0acc0b60b3cfa9d36439ff9ab1fbcc3217c4caa4aa9dd0aab06b39e580	1.61
PCSA00060	US	Treasure Park	http://ares.dl.playstation.net/cdn/UP9000/PCSA00060_00/PqKAFuhxBpNpgdrjpMZNddfyoBzKJqfFJLlbWDGBwvTZOgifylqyAWIrZhDhGCXRyhVrICgegIHCzHcmklJUWsSonSAGeMzqbTBCa.pkg	KO5ifR1dg/J5YfzQAEskXWZg+0OCXB2DQ4NcAxyDvEODDQzx+W8/l3fyccYb26Osnj4OfPDh6WiMD24AAP6fFkcA	UP9000-PCSA00060_00-TREASUREPARKUS01	2017-09-26 00:00:00		12069680	c04e5e2d94b527b463500720b8d1e7b529a2718a6c70c3ed73e5596a9c126a07	1.67
PCSA00062	US	YouTube	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00062_00/gETJDikuyGeiMebxWiJRzsHIaidTspprDeLojCHPhHhjKTzEIJxhXnAkdfNBrqAvkwkOFtMKlYehgGKGytdGfHfJqMWpeOoBzlynA.pkg	KO5ifR1dQ+eHBlgi6TIzAtkf6R8aEurkCrcUn/+cVlte0dn9qIn9vInGLPW5U0djfHADAKJCE7MA	UP9000-PCSA00062_00-YOUTUBE000000000	2017-11-01 07:36:27		4757744	60dbb2b7f4e86d284d1f3c63ba72c7c816a42bd504236a8d1048a9a619ef02ae	1.67
PCSA00063	US	Resistance Burning Skies (PT - BR)	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00063_00/HCKuClatxfvgsowonXWbdTPumGMNNBYtcYXfvnqGcuXjhTieahOMUaZlPxWghMtIIZVEplIillkqDVRchKZSOqHRiTzunkoqNwjRw.pkg	KO5ifR1dQ+eHBlgi6TIzBtkf5BrsGRzi6OfsGuYZ4hjsiM9/m8T3bLbkZODsTLwyLatKv2qQRwfzSE+PAIInE40A	UP9000-PCSA00063_00-RESISTANCEVITASA	2017-11-29 12:54:36		3051027040	3a5bfba3d006a7e7596ad382432094097bee6076147439e8b4b5a1794d2658e4	1.67
PCSA00064	US	Table Ice Hockey	MISSING	KO5ifR1dQ+eHBlgi6TIzAdkf4ujk4+rh7+ztGhkaDDIDD0gtM+YvYJDtOnXs8ILawLqM0Rgf3AAAo7YTrAAA	UP9000-PCSA00064_00-TABLEHOCKEYUS000	2018-01-14 13:02:50		53380640		
PCSA00067	US	Wake-up Club	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00067_00/OrjBtJfRUxllHoFnGiVIivhYcVJzKSLJjPpKTGcIFyeiWroeHKztmdrMxulWTyrjjaaURdJQSupetliyrWrOajFFBVXBhXtvJsDcy.pkg	KO5ifR1dQ+eHBlgi6TIzB9kPtggIjIDAGAjw+e/jivWseSesrVcKt6r9v9MdNBrjgxsAAF/CE6EA	UP9000-PCSA00067_00-0000111122223333	2017-09-26 00:00:00		109162224	ec8cd811a939ff9b16fea12b248e52c0ec35d44863e276c3af54cc77aadef4f4	1.80
PCSA00068	US	Sly Cooper: Thieves in Time	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00068_00/OSTySHQMhGQTXtddicQVeXEOxHRuEAwmsdMfkxNyySXoMZhLuifqupTDxCFSzBGssoydoWhRJhKycMDwfTgzdCBQhBkulUwpXsvJW.pkg	KO5ifR1dQ+eHBlgi6TKzANlvgAbw+e9wXo9fvtP3xkm1Hn/rnVbfH43xwQ0AZ4UURQAA	UP9000-PCSA00068_00-0000000000000000	2017-09-26 00:00:00		3507559088	36da219c3a7220efc1bd40c19a488de9fca7dd4f7fa30dc414604547031bac85	1.80
PCSA00069	US	Playstation All-Stars Battle Royale	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00069_00/mBVejqMYkZJvUjsYKORyYFEnTWhtnWazRbDeUgQotQgIfwEocGKVzjLfeNjKCmywkvygQAAVOqAyciILvMFbbadFKoPqREpAqSUkI.pkg	KO5ifR1dQ+eHBlgi6TKzBNkf4OgUFOQaEhAcBrEUn//CT/7R9hKQXrtN5XPOtJzLapSFFssGGkcH80hPjwCHyRTw	UP9000-PCSA00069_00-PABRRETPSV000000	2017-09-26 00:00:00		1428645904	452712a5948a143ad936dfc633df101ca6c17ffb55470721c494eded049ea9ed	1.80
PCSA00074	US	Table Mini Golf	MISSING	MISSING	UP9000-PCSA00074_00-TABLEGOLFUS00000			156510080		
PCSA00075	US	When Vikings Attack!	http://ares.dl.playstation.net/cdn/UP9000/PCSA00075_00/pfiXCJDTlZCVaSBhhMgqaXKarlputCDyeIwOUpVvswLzXYFAmEGblDRwXqQEgPIagsPVHueWAtWJIqCJfkSBpAlEJEObaGOuMmslT.pkg	KO5ifR1dg/J5YfzQAEskXeamIPvDPL09/dyDHUNCHJ29gXbi85/i4vv+B7IvvnwQrdrQtdH3+iCPDuaRnh4Be7gV+AAA	UP9000-PCSA00075_00-VIKINGSATTACK001	2017-10-25 00:37:58		600889264	2d3c701334accb1401861d9618f987ed4c06d141ff7be4ed641ff78ac3bc108c	1.80
PCSA00079	US	Smart as	http://ares.dl.playstation.net/cdn/UP9000/PCSA00079_00/XcfFbrPGwbfuyKPgZYciBxDXwHOXVFzrxoeQJYTxagNhlRJfxyuWyEuKXrPKmZSGwOfRQjOROESuvCKmiuMwhUuYsGbFKGEPzLkIr.pkg	KO5ifR1dQ+eHBlgi6TK3BNkf7OsYFOIY7O7o6wq2E6//Dm0+2rRupbUS4/2Mr0v+Th3k0cE80tMjAPSqFbAA	UP9000-PCSA00079_00-SMARTASGAME00001	2017-09-26 00:00:00		1456648080	f1a4d68418f4a19e7e599e7f3c726bf7b23d388af28e5f01bed78dd943448853	1.80
PCSA00080	US	Jak and Daxter Collection	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00080_00/BxwBUWJDsRDOTHBvDbTAEVsoEXQzBdjHgnMIGVBIfvpUCNWeNHCcyhrHBQDIwTnQSbWDJBqImUCUFiGLCsYNVYjXgFiomTAcLkbUE.pkg	KO5ifR1dQ+eHBlgi6bIA2w9keDl6O/v7+Lg6h3j6++HzX9gh5hhuWe1nv8JfX4oRCJAYjfHBDQAJ8hNQ	UP9000-PCSA00080_00-000JAKCOLLECTION	2017-09-26 00:00:00		3208722112	478a805bff84ee35d66aba7c0ea71dbd4278881e21b4072d7ccdf21d4e46bdc3	2.05
PCSA00083	US	PlayStation Home Arcade	http://ares.dl.playstation.net/cdn/UP9000/PCSA00083_00/kkMghAdsAtLZBEuRMKhdjOidPGEgXMhxEOrbdqBEsObUASyZBascMqNrOTAWwnZmfwTTWgZakGzELDOqckguzvuBqnEpZRSZeDJVo.pkg	KO5ifR1dg/J5YfzQAEskXRbGIPs9HAPcPP0cfWCW4vNf2nzLf45FUxKZBaOf/GFcLjka44MbAADKQRMx	UP9000-PCSA00083_00-HAPFINAL00000000	2018-04-08 22:58:51		107954016	cdf2280d4733720b191d4f989aa9e9512c617e6b060250bdd3d264c2bd5b8bf1	1.80
PCSA00086	US	Ratchet and Clank: Full Frontal Assault	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00086_00/hTLwvnuczGFPVyfPXfbnyrSmXgfbVPYEiafiVqYRdNyGJvykcNdasIkQPCPaPeWipzwqbRSFjEhgRPYDbftmOKIZleSNvbrAUVbFq.pkg	KO5ifR1dQ+eHBlgi6bIwA9kf5Bji7OEa4uzj6Oft5uYYhs9/S4wTZ30Q2ee78qC2Ql7bY/nRGB/cAAA3FBSV	UP9000-PCSA00086_00-RATCHETCLANKFFAV	2017-10-23 03:13:57		1999761696	8df5c6e5a0a10e08a32b0ec1721682e2d5fc924f677fafaf7a5a2a7d46978dc9	2.05
PCSA00087	US	Ecolibrium	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00087_00/mUTJYbYUwTSUAHnMQInNlXaSUhgVUzXfmCUYPHvQjdUfersxioADZjFxKvcGIOaFuPembSfXsSciJZfQlpBTxURgEIjGKXUbgbtPi.pkg	KO5ifR1dQ+eHBlgi6bIwB9nv6uzv4+kU5BnqG+zsChTG5795HrYbOUuUww+Zr7z+d1r+nNEYH9wAAGdmFLwA	UP9000-PCSA00087_00-ECOLIBRIUMSCEA00	2017-09-26 00:00:00		232936000	d9e91ee6c23872c84735708f033e11da47c3b7d6f0dd858226979044f074ef8f	1.80
PCSA00088	US	Uncharted: Fight for Fortune	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00088_00/cDISPOyaBqDxkPabuwxoJTqmPlZldUnipPgTNfqnEwHeWSdOAaTUGIpHDdOYELUbFLPXsKIcDsqVoNFQsxgamXjZZEPQLUHeCdBZe.pkg	KO5ifR1dQ+eHBlgi6bKwANlvgAbw+U/K4qTn7YxtM1eVauwJ5NoSOsijg3mkp0cABXQS1AAA	UP9000-PCSA00088_00-0000000000000000	2017-10-21 19:10:34		290581056	cd81a2aa1be158cf10a01681152d26936ac257c12a25789bbdef1e28cac01910	1.81
PCSA00089	US	Bentley's Hackpack	http://ares.dl.playstation.net/cdn/UP9000/PCSA00089_00/TYFjCIUlWADgfgFvikgwxYbsKjpxxCoDilSOBpJAHInCzPaMzvIPgJDQFxprQSZCVuCOmjCfMoeaPvCyuoCAQyytAwWdswNGYUlSV.pkg	KO5ifR1dQ+eHBlgi6bKwBNkfEuTp6IOw0wCf/+b2fgwpbKvXPfHabeqk9Q9eDvLoYB7p6REA1k4VrgAA	UP9000-PCSA00089_00-TRIAL00000000000	2017-09-26 00:00:00		783889616	2090501095678eae12c8b048b38d3479aaf755481aa58560a36f3525837cfdc2	2.01
PCSA00092	US	Soul Sacrifice	http://zeus.dl.playstation.net/cdn/UP9000/PCSA00092_00/oXGzyIDnNsPBrcybeSrUkndsQxYCHVIgakWMQCsQfRMDJtmruiadEJMSNcxhWQBqBirQnLfnpbgxHoMdRlqhZYrtXRGqnKNiCBnxJ.pkg	KO5ifR1dQ+eHBlgi6bI0Atkf7B/qE+zoHOTp5unsGhpsgM9/kivXB8d1d0kKOKlO4peaH0xZaLFsGE0xtAUAy2wTOwAA	UP9000-PCSA00092_00-SOULSACRIFICEUS0	2017-10-24 12:36:46		1836827216	63aaf3869663af9ad3273b2773e2230955d2d614b775b840ab22d6968889cbc4	2.05
